project_id,template,n_truth,n_parsed,n_resolved,tp,fp,fn,cost_ok,loading_abs_err
Q16-0658,C,14,15,14,14,0,0,True,0.0
Q16-0666,A,1,2,1,1,0,0,True,0.0
Q16-0681,B,25,25,25,25,0,0,True,0.0
Q15-0495,A,0,0,0,0,0,0,True,0.0
Q15-0520,C,8,8,8,8,0,0,True,0.0
Q15-0521,A,3,3,3,3,0,0,True,0.0
Q16-0600,B,44,44,44,44,0,0,True,0.0
Q16-0605,A,10,11,10,10,0,0,True,0.0
Q16-0620,C,25,25,25,25,0,0,True,0.0
Q16-0621,B,4,4,4,4,0,0,True,0.0
Q16-0655,C,11,14,11,11,0,0,True,0.0
Q16-0662,B,0,0,0,0,0,0,True,0.0
Q16-0682,A,0,0,0,0,0,0,True,0.0
Q16-0683,A,1,2,1,1,0,0,True,0.0
Q16-0698,B,8,8,8,8,0,0,True,0.0
Q16-0702,A,36,36,36,36,0,0,True,0.0
Q15-0514,A,5,6,5,5,0,0,True,0.0
Q15-0525,A,21,21,21,21,0,0,True,0.0
Q15-0533,A,0,0,0,0,0,0,True,0.0
Q16-0587,C,2,2,2,2,0,0,True,0.0
Q16-0594,A,1,2,1,1,0,0,True,0.0
Q16-0612,A,0,0,0,0,0,0,True,0.0
Q16-0627,B,9,9,9,9,0,0,True,0.0
Q16-0629,C,0,0,0,0,0,0,True,0.0
Q16-0633,A,5,6,5,5,0,0,True,0.0
Q16-0665,A,13,13,13,13,0,0,True,0.0
Q16-0668,A,0,0,0,0,0,0,True,0.0
Q16-0675,C,35,35,35,35,0,0,True,0.0
Q16-0691,A,6,6,6,6,0,0,True,0.0
Q16-0706,C,0,0,0,0,0,0,True,0.0
Q16-0707,C,10,10,10,10,0,0,True,0.0
Q15-0526,A,2,2,2,2,0,0,True,0.0
Q15-0531,C,6,6,6,6,0,0,True,0.0
Q15-0542,C,10,13,10,10,0,0,True,0.0
Q15-0545,A,15,15,15,15,0,0,True,0.0
Q16-0566,B,1,1,1,1,0,0,True,0.0
Q16-0601,C,0,0,0,0,0,0,True,0.0
Q16-0641,C,0,0,0,0,0,0,True,0.0
Q16-0671,B,14,15,14,14,0,0,True,0.0
Q15-0546,C,6,6,6,6,0,0,True,0.0
Q16-0572,A,0,0,0,0,0,0,True,0.0
Q16-0574,A,17,17,17,17,0,0,True,0.0
Q16-0596,B,8,8,8,8,0,0,True,0.0
Q16-0616,C,0,0,0,0,0,0,True,0.0
Q16-0619,A,15,20,15,15,0,0,True,0.0
Q16-0635,A,7,7,7,7,0,0,True,0.0
Q16-0687,A,2,2,2,2,0,0,True,0.0
Q16-0689,C,0,0,0,0,0,0,True,0.0
Q16-0710,B,1,1,1,1,0,0,True,0.0
Q17-0725,C,25,25,25,25,0,0,True,0.0
Q17-0726,A,5,6,5,5,0,0,True,0.0
Q17-0741,B,9,9,9,9,0,0,True,0.0
Q15-0554,A,22,22,22,22,0,0,True,0.0
Q16-0592,A,0,0,0,0,0,0,True,0.0
Q16-0597,A,1,1,1,1,0,0,True,0.0
Q16-0599,C,1,1,1,1,0,0,True,0.0
Q16-0602,A,11,11,11,11,0,0,True,0.0
Q16-0610,A,4,4,4,4,0,0,True,0.0
Q16-0628,B,17,17,17,17,0,0,True,0.0
Q16-0645,A,9,9,9,9,0,0,True,0.0
Q16-0654,A,9,9,9,9,0,0,True,0.0
Q16-0667,A,18,18,18,18,0,0,True,0.0
Q16-0688,A,5,5,5,5,0,0,True,0.0
Q16-0693,A,15,15,15,15,0,0,True,0.0
Q17-0763,A,13,13,13,13,0,0,True,0.0
Q15-0559,A,20,20,20,20,0,0,True,0.0
Q16-0576,C,0,0,0,0,0,0,True,0.0
Q16-0634,A,5,5,5,5,0,0,True,0.0
Q16-0636,C,29,29,29,29,0,0,True,0.0
Q16-0673,A,3,3,3,3,0,0,True,0.0
Q16-0674,A,5,5,5,5,0,0,True,0.0
Q16-0697,B,19,19,19,19,0,0,True,0.0
Q16-0715,A,25,25,25,25,0,0,True,0.0
Q17-0735,C,22,22,22,22,0,0,True,0.0
Q16-0584,C,7,7,7,7,0,0,True,0.0
Q16-0588,B,4,4,4,4,0,0,True,0.0
Q16-0650,C,2,2,2,2,0,0,True,0.0
Q16-0659,C,1,1,1,1,0,0,True,0.0
Q16-0664,A,2,2,2,2,0,0,True,0.0
Q16-0686,A,6,6,6,6,0,0,True,0.0
Q16-0694,C,9,9,9,9,0,0,True,0.0
Q16-0696,C,21,21,21,21,0,0,True,0.0
Q16-0714,C,15,15,15,15,0,0,True,0.0
Q16-0717,A,0,0,0,0,0,0,True,0.0
Q17-0742,C,6,6,6,6,0,0,True,0.0
Q17-0754,B,9,9,9,9,0,0,True,0.0
Q17-0761,C,8,8,8,8,0,0,True,0.0
Q17-0781,A,25,25,25,25,0,0,True,0.0
Q16-0589,A,2,2,2,2,0,0,True,0.0
Q16-0615,A,0,0,0,0,0,0,True,0.0
Q16-0617,C,5,5,5,5,0,0,True,0.0
Q16-0618,A,21,21,21,21,0,0,True,0.0
Q16-0626,B,6,6,6,6,0,0,True,0.0
Q16-0642,A,3,3,3,3,0,0,True,0.0
Q16-0648,C,11,11,11,11,0,0,True,0.0
Q16-0656,A,3,3,3,3,0,0,True,0.0
Q16-0676,A,10,10,10,10,0,0,True,0.0
Q16-0704,A,2,2,2,2,0,0,True,0.0
Q16-0716,A,7,7,7,7,0,0,True,0.0
Q17-0788,C,25,25,25,25,0,0,True,0.0
Q17-0792,A,25,25,25,25,0,0,True,0.0
Q16-0611,B,0,0,0,0,0,0,True,0.0
Q16-0678,B,11,11,11,11,0,0,True,0.0
Q17-0772,B,5,5,5,5,0,0,True,0.0
Q17-0802,C,33,34,33,33,0,0,True,0.0
Q17-0832,B,25,25,25,25,0,0,True,0.0
Q16-0606,A,19,19,19,19,0,0,True,0.0
Q16-0613,C,7,7,7,7,0,0,True,0.0
Q16-0632,C,1,1,1,1,0,0,True,0.0
Q16-0646,C,6,6,6,6,0,0,True,0.0
Q16-0647,C,24,24,24,24,0,0,True,0.0
Q16-0711,A,2,2,2,2,0,0,True,0.0
Q17-0743,C,3,3,3,3,0,0,True,0.0
Q17-0750,A,8,8,8,8,0,0,True,0.0
Q17-0785,C,25,25,25,25,0,0,True,0.0
Q17-0795,A,0,0,0,0,0,0,True,0.0
Q17-0801,A,1,1,1,1,0,0,True,0.0
Q17-0814,A,21,21,21,21,0,0,True,0.0
Q17-0837,A,25,25,25,25,0,0,True,0.0
Q16-0630,A,4,5,4,4,0,0,True,0.0
Q16-0640,C,2,2,2,2,0,0,True,0.0
Q16-0663,A,6,6,6,6,0,0,True,0.0
Q16-0705,A,21,21,21,21,0,0,True,0.0
Q17-0734,A,18,18,18,18,0,0,True,0.0
Q17-0747,A,15,15,15,15,0,0,True,0.0
Q17-0757,A,3,3,3,3,0,0,True,0.0
Q17-0767,C,6,6,6,6,0,0,True,0.0
Q17-0797,C,25,25,25,25,0,0,True,0.0
Q17-0811,A,25,25,25,25,0,0,True,0.0
Q17-0815,C,3,3,3,3,0,0,True,0.0
Q17-0819,A,6,6,6,6,0,0,True,0.0
Q17-0840,C,3,3,3,3,0,0,True,0.0
Q17-0843,C,5,5,5,5,0,0,True,0.0
Q17-0866,A,7,7,7,7,0,0,True,0.0
Q16-0637,C,2,2,2,2,0,0,True,0.0
Q16-0652,C,2,2,2,2,0,0,True,0.0
Q16-0677,C,3,3,3,3,0,0,True,0.0
Q16-0679,A,0,0,0,0,0,0,True,0.0
Q16-0680,A,25,25,25,25,0,0,True,0.0
Q16-0692,C,12,12,12,12,0,0,True,0.0
Q16-0695,B,5,5,5,5,0,0,True,0.0
Q16-0703,A,0,0,0,0,0,0,True,0.0
Q16-0709,C,15,15,15,15,0,0,True,0.0
Q17-0728,C,8,8,8,8,0,0,True,0.0
Q17-0729,A,12,12,12,12,0,0,True,0.0
Q17-0753,A,25,25,25,25,0,0,True,0.0
Q17-0764,B,25,25,25,25,0,0,True,0.0
Q17-0768,A,25,25,25,25,0,0,True,0.0
Q17-0770,A,6,6,6,6,0,0,True,0.0
Q17-0777,A,25,25,25,25,0,0,True,0.0
Q17-0800,C,20,20,20,20,0,0,True,0.0
Q17-0823,C,2,2,2,2,0,0,True,0.0
Q17-0851,A,25,25,25,25,0,0,True,0.0
Q17-0858,C,11,11,11,11,0,0,True,0.0
Q17-0863,C,17,17,17,17,0,0,True,0.0
Q17-0877,B,16,20,16,16,0,0,True,0.0
Q17-0884,B,14,14,14,14,0,0,True,0.0
Q16-0670,A,7,7,7,7,0,0,True,0.0
Q16-0699,A,3,3,3,3,0,0,True,0.0
Q16-0700,C,18,18,18,18,0,0,True,0.0
Q16-0712,A,25,25,25,25,0,0,True,0.0
Q17-0727,C,25,25,25,25,0,0,True,0.0
Q17-0756,B,9,9,9,9,0,0,True,0.0
Q17-0760,C,25,25,25,25,0,0,True,0.0
Q17-0793,A,33,33,33,33,0,0,True,0.0
Q17-0850,B,12,12,12,12,0,0,True,0.0
Q17-0887,C,21,21,21,21,0,0,True,0.0
Q17-0894,C,25,25,25,25,0,0,True,0.0
Q16-0685,C,3,3,3,3,0,0,True,0.0
Q16-0708,A,25,25,25,25,0,0,True,0.0
Q17-0736,A,2,2,2,2,0,0,True,0.0
Q17-0737,A,0,0,0,0,0,0,True,0.0
Q17-0749,A,1,1,1,1,0,0,True,0.0
Q17-0751,C,11,15,11,11,0,0,True,0.0
Q17-0766,A,22,22,22,22,0,0,True,0.0
Q17-0775,A,7,7,7,7,0,0,True,0.0
Q17-0778,A,21,21,21,21,0,0,True,0.0
Q17-0799,A,24,25,24,24,0,0,True,0.0
Q17-0806,A,20,21,20,20,0,0,True,0.0
Q17-0831,A,23,23,23,23,0,0,True,0.0
Q17-0834,A,25,25,25,24,1,1,True,0.0
Q17-0844,A,6,6,6,6,0,0,True,0.0
Q17-0860,A,12,12,12,12,0,0,True,0.0
Q17-0873,A,23,25,23,23,0,0,True,0.0
Q16-0701,C,20,20,20,20,0,0,True,0.0
Q16-0719,C,0,0,0,0,0,0,True,0.0
Q17-0721,B,20,20,20,20,0,0,True,0.0
Q17-0723,C,0,0,0,0,0,0,True,0.0
Q17-0744,A,2,2,2,2,0,0,True,0.0
Q17-0745,C,8,8,8,8,0,0,True,0.0
Q17-0786,B,17,17,17,17,0,0,True,0.0
Q17-0820,A,12,12,12,12,0,0,True,0.0
Q17-0839,C,25,25,25,25,0,0,True,0.0
Q17-0854,C,1,1,1,1,0,0,True,0.0
Q17-0867,A,8,8,8,8,0,0,True,0.0
Q17-0748,A,0,0,0,0,0,0,True,0.0
Q17-0752,A,15,15,15,15,0,0,True,0.0
Q17-0816,C,0,0,0,0,0,0,True,0.0
Q17-0817,A,0,0,0,0,0,0,True,0.0
Q17-0824,C,5,7,5,5,0,0,True,0.0
Q17-0828,A,1,1,1,1,0,0,True,0.0
Q17-0838,A,0,0,0,0,0,0,True,0.0
Q17-0876,C,5,5,5,5,0,0,True,0.0
Q17-0904,A,25,25,25,25,0,0,True,0.0
Q18-0917,B,25,25,25,25,0,0,True,0.0
Q16-0720,A,1,1,1,1,0,0,True,0.0
Q17-0732,C,0,0,0,0,0,0,True,0.0
Q17-0733,C,3,3,3,3,0,0,True,0.0
Q17-0790,C,48,48,48,48,0,0,True,0.0
Q17-0809,A,35,35,35,35,0,0,True,0.0
Q17-0829,C,0,0,0,0,0,0,True,0.0
Q17-0830,A,9,10,9,9,0,0,True,0.0
Q17-0842,A,12,14,12,12,0,0,True,0.0
Q17-0845,B,2,3,2,2,0,0,True,0.0
Q17-0862,A,0,0,0,0,0,0,True,0.0
Q17-0880,C,6,6,6,6,0,0,True,0.0
Q18-0957,A,2,2,2,2,0,0,True,0.0
Q18-0960,A,5,5,5,5,0,0,True,0.0
Q17-0722,A,0,0,0,0,0,0,True,0.0
Q17-0731,A,4,4,4,4,0,0,True,0.0
Q17-0739,C,10,10,10,10,0,0,True,0.0
Q17-0740,B,1,2,1,1,0,0,True,0.0
Q17-0755,A,0,0,0,0,0,0,True,0.0
Q17-0857,C,0,0,0,0,0,0,True,0.0
Q17-0870,C,0,0,0,0,0,0,True,0.0
Q17-0882,B,25,25,25,25,0,0,True,0.0
Q17-0724,A,25,25,25,25,0,0,True,0.0
Q17-0738,A,10,10,10,10,0,0,True,0.0
Q17-0808,C,0,0,0,0,0,0,True,0.0
Q17-0810,B,0,0,0,0,0,0,True,0.0
Q17-0821,A,0,0,0,0,0,0,True,0.0
Q17-0822,A,0,0,0,0,0,0,True,0.0
Q17-0841,A,9,9,9,9,0,0,True,0.0
Q17-0847,B,11,11,11,11,0,0,True,0.0
Q17-0853,C,9,11,9,9,0,0,True,0.0
Q17-0869,A,7,7,7,7,0,0,True,0.0
Q18-0924,A,19,19,19,19,0,0,True,0.0
Q18-0930,A,0,0,0,0,0,0,True,0.0
Q18-0994,A,25,25,25,25,0,0,True,0.0
Q17-0759,C,2,2,2,2,0,0,True,0.0
Q17-0762,C,9,9,9,9,0,0,True,0.0
Q17-0765,C,18,19,18,18,0,0,True,0.0
Q17-0774,B,7,7,7,7,0,0,True,0.0
Q17-0776,A,13,13,13,13,0,0,True,0.0
Q17-0784,C,23,25,22,22,0,1,True,0.0
Q17-0789,A,17,17,17,17,0,0,True,0.0
Q17-0791,C,0,0,0,0,0,0,True,0.0
Q17-0825,A,25,25,25,25,0,0,True,0.0
Q17-0852,A,0,0,0,0,0,0,True,0.0
Q17-0861,A,4,4,4,4,0,0,True,0.0
Q17-0875,C,7,7,7,7,0,0,True,0.0
Q17-0879,C,3,3,3,3,0,0,True,0.0
Q17-0883,A,0,0,0,0,0,0,True,0.0
Q17-0896,A,17,17,17,17,0,0,True,0.0
Q18-0920,C,0,0,0,0,0,0,True,0.0
Q18-0921,A,0,0,0,0,0,0,True,0.0
Q18-0929,C,18,18,18,18,0,0,True,0.0
Q18-0931,A,5,5,5,5,0,0,True,0.0
Q18-0954,B,8,8,8,8,0,0,True,0.0
Q18-0964,A,25,25,25,25,0,0,True,0.0
Q18-0973,C,2,2,2,2,0,0,True,0.0
Q18-0977,A,12,12,12,12,0,0,True,0.0
Q17-0783,C,16,16,16,16,0,0,True,0.0
Q17-0787,A,16,16,16,16,0,0,True,0.0
Q17-0872,B,0,0,0,0,0,0,True,0.0
Q17-0892,A,1,4,1,1,0,0,True,0.0
Q17-0910,C,20,20,20,20,0,0,True,0.0
Q18-0913,C,13,13,13,13,0,0,True,0.0
Q18-0927,C,2,2,2,2,0,0,True,0.0
Q18-0934,A,4,4,4,4,0,0,True,0.0
Q18-0970,A,0,0,0,0,0,0,True,0.0
Q18-0974,A,16,16,16,16,0,0,True,0.0
Q18-0989,A,9,9,9,9,0,0,True,0.0
Q18-0995,A,21,21,21,21,0,0,True,0.0
Q18-1014,A,1,1,1,1,0,0,True,0.0
Q17-0779,B,23,25,23,23,0,0,True,0.0
Q17-0794,C,0,0,0,0,0,0,True,0.0
Q17-0804,A,9,9,9,9,0,0,True,0.0
Q17-0807,C,6,7,6,6,0,0,True,0.0
Q17-0813,A,15,15,15,15,0,0,True,0.0
Q17-0849,C,1,1,1,1,0,0,True,0.0
Q17-0868,C,5,5,5,5,0,0,True,0.0
Q17-0878,C,0,0,0,0,0,0,True,0.0
Q18-0923,C,10,10,10,10,0,0,True,0.0
Q18-0926,A,4,4,4,4,0,0,True,0.0
Q18-0981,C,1,1,1,1,0,0,True,0.0
Q18-1011,A,3,3,3,3,0,0,True,0.0
Q18-1021,B,17,17,17,17,0,0,True,0.0
Q17-0798,C,4,4,4,4,0,0,True,0.0
Q17-0812,A,18,18,18,18,0,0,True,0.0
Q17-0818,A,0,0,0,0,0,0,True,0.0
Q17-0827,A,8,8,8,8,0,0,True,0.0
Q17-0835,B,8,8,8,8,0,0,True,0.0
Q17-0836,A,5,5,5,5,0,0,True,0.0
Q17-0855,A,25,25,25,25,0,0,True,0.0
Q17-0897,B,0,0,0,0,0,0,True,0.0
Q17-0900,A,3,3,3,3,0,0,True,0.0
Q17-0902,C,14,14,14,14,0,0,True,0.0
Q18-0939,C,21,21,19,19,0,2,True,0.0
Q18-0942,B,0,0,0,0,0,0,True,0.0
Q18-0967,B,11,11,11,11,0,0,True,0.0
Q18-0971,A,0,0,0,0,0,0,True,0.0
Q18-1000,A,6,6,6,6,0,0,True,0.0
Q18-1049,B,25,25,25,25,0,0,True,0.0
Q17-0848,C,17,17,17,17,0,0,True,0.0
Q17-0864,A,0,0,0,0,0,0,True,0.0
Q17-0886,A,1,1,1,1,0,0,True,0.0
Q17-0890,A,1,1,1,1,0,0,True,0.0
Q17-0906,B,8,8,8,8,0,0,True,0.0
Q18-0936,A,4,4,4,4,0,0,True,0.0
Q18-0962,B,9,9,9,9,0,0,True,0.0
Q18-0986,C,25,25,25,25,0,0,True,0.0
Q18-0990,A,0,0,0,0,0,0,True,0.0
Q18-0996,A,3,3,3,3,0,0,True,0.0
Q18-1040,A,16,17,16,16,0,0,True,0.0
Q18-1042,C,25,25,25,25,0,0,True,0.0
Q18-1065,A,24,25,24,24,0,0,True,0.0
Q18-1070,B,20,25,20,20,0,0,True,0.0
Q17-0846,A,15,15,15,15,0,0,True,0.0
Q17-0885,C,0,0,0,0,0,0,True,0.0
Q17-0908,A,14,14,14,14,0,0,True,0.0
Q18-0914,C,0,0,0,0,0,0,True,0.0
Q18-1041,A,25,25,25,25,0,0,True,0.0
Q18-1055,A,25,25,25,25,0,0,True,0.0
Q18-1067,A,25,25,25,25,0,0,True,0.0
Q18-1074,C,3,3,3,3,0,0,True,0.0
Q17-0871,B,1,1,1,1,0,0,True,0.0
Q17-0898,A,9,9,9,9,0,0,True,0.0
Q17-0899,A,2,2,2,2,0,0,True,0.0
Q18-0938,A,12,12,12,12,0,0,True,0.0
Q18-0940,C,1,1,1,1,0,0,True,0.0
Q18-0941,C,3,3,3,3,0,0,True,0.0
Q18-0961,C,24,24,24,24,0,0,True,0.0
Q18-0972,C,11,12,11,11,0,0,True,0.0
Q18-0983,B,5,5,5,5,0,0,True,0.0
Q18-1002,C,6,6,6,6,0,0,True,0.0
Q18-1036,A,0,0,0,0,0,0,True,0.0
Q18-1069,C,25,25,25,25,0,0,True,0.0
Q18-1106,B,24,25,24,24,0,0,True,0.0
Q17-0889,C,0,0,0,0,0,0,True,0.0
Q17-0895,A,2,2,2,2,0,0,True,0.0
Q18-0915,C,0,0,0,0,0,0,True,0.0
Q18-0925,A,2,4,2,2,0,0,True,0.0
Q18-0943,C,0,0,0,0,0,0,True,0.0
Q18-0950,A,20,20,20,20,0,0,True,0.0
Q18-0965,B,28,28,28,28,0,0,True,0.0
Q18-0976,A,0,0,0,0,0,0,True,0.0
Q18-0991,A,12,12,12,12,0,0,True,0.0
Q18-1007,C,4,4,4,4,0,0,True,0.0
Q18-1012,A,8,11,8,8,0,0,True,0.0
Q18-1016,C,1,1,1,1,0,0,True,0.0
Q18-1019,A,14,14,14,14,0,0,True,0.0
Q18-1045,C,3,3,3,3,0,0,True,0.0
Q18-1072,B,5,5,5,5,0,0,True,0.0
Q18-1110,A,25,25,25,25,0,0,True,0.0
Q18-1124,C,3,3,3,3,0,0,True,0.0
Q19-1138,A,25,25,25,25,0,0,True,0.0
Q17-0891,A,18,18,18,18,0,0,True,0.0
Q17-0901,A,25,25,25,25,0,0,True,0.0
Q18-0933,A,8,8,8,8,0,0,True,0.0
Q18-0949,A,0,0,0,0,0,0,True,0.0
Q18-0978,A,7,11,7,7,0,0,True,0.0
Q18-0998,A,0,0,0,0,0,0,True,0.0
Q18-1013,A,0,0,0,0,0,0,True,0.0
Q18-1050,C,12,12,12,12,0,0,True,0.0
Q18-1059,A,0,0,0,0,0,0,True,0.0
Q18-1071,A,1,1,1,1,0,0,True,0.0
Q18-1090,A,8,8,8,8,0,0,True,0.0
Q18-1099,A,16,16,16,16,0,0,True,0.0
Q18-1105,C,0,0,0,0,0,0,True,0.0
Q18-1118,A,9,9,9,9,0,0,True,0.0
Q18-1120,A,0,0,0,0,0,0,True,0.0
Q17-0903,B,15,15,15,15,0,0,True,0.0
Q18-0912,C,0,0,0,0,0,0,True,0.0
Q18-0918,A,5,5,5,5,0,0,True,0.0
Q18-0922,B,22,22,22,22,0,0,True,0.0
Q18-1003,C,10,10,10,10,0,0,True,0.0
Q18-1009,A,0,0,0,0,0,0,True,0.0
Q18-1035,C,22,25,22,22,0,0,True,0.0
Q18-1038,C,5,5,5,5,0,0,True,0.0
Q18-1052,A,0,0,0,0,0,0,True,0.0
Q18-1053,C,3,3,2,2,0,1,True,0.0
Q18-1058,A,11,11,11,11,0,0,True,0.0
Q18-1062,B,1,1,1,1,0,0,True,0.0
Q18-1088,A,25,25,25,25,0,0,True,0.0
Q19-1139,C,20,20,20,20,0,0,True,0.0
Q17-0909,A,0,0,0,0,0,0,True,0.0
Q18-0916,A,0,0,0,0,0,0,True,0.0
Q18-0928,A,3,3,3,3,0,0,True,0.0
Q18-0937,C,2,2,2,2,0,0,True,0.0
Q18-0944,A,2,2,2,2,0,0,True,0.0
Q18-0953,C,2,2,2,2,0,0,True,0.0
Q18-0975,C,0,0,0,0,0,0,True,0.0
Q18-0982,C,13,13,13,13,0,0,True,0.0
Q18-1010,C,0,0,0,0,0,0,True,0.0
Q18-1026,C,15,15,15,15,0,0,True,0.0
Q18-1032,A,2,2,2,2,0,0,True,0.0
Q18-1043,B,22,22,22,22,0,0,True,0.0
Q18-1068,A,24,24,24,24,0,0,True,0.0
Q18-1081,C,2,2,2,2,0,0,True,0.0
Q18-1087,B,1,1,1,1,0,0,True,0.0
Q18-1097,A,25,25,25,25,0,0,True,0.0
Q18-1102,A,6,6,6,6,0,0,True,0.0
Q19-1137,B,3,3,3,3,0,0,True,0.0
Q19-1146,A,0,0,0,0,0,0,True,0.0
Q19-1200,C,22,22,22,22,0,0,True,0.0
Q18-0945,C,1,1,1,1,0,0,True,0.0
Q18-0946,A,0,0,0,0,0,0,True,0.0
Q18-0948,A,5,5,5,5,0,0,True,0.0
Q18-0969,A,0,0,0,0,0,0,True,0.0
Q18-0980,B,13,13,13,13,0,0,True,0.0
Q18-1006,A,19,19,19,19,0,0,True,0.0
Q18-1008,C,0,0,0,0,0,0,True,0.0
Q18-1017,C,0,0,0,0,0,0,True,0.0
Q18-1027,A,5,5,5,5,0,0,True,0.0
Q18-1028,A,0,0,0,0,0,0,True,0.0
Q18-1034,A,0,0,0,0,0,0,True,0.0
Q18-1046,C,13,14,13,13,0,0,True,0.0
Q18-1047,A,0,0,0,0,0,0,True,0.0
Q18-1054,A,2,2,2,2,0,0,True,0.0
Q18-1084,A,2,4,2,2,0,0,True,0.0
Q18-1112,A,25,25,25,25,0,0,True,0.0
Q18-1119,C,5,8,5,5,0,0,True,0.0
Q19-1145,A,0,0,0,0,0,0,True,0.0
Q19-1150,A,2,2,2,2,0,0,True,0.0
Q19-1173,A,4,4,4,4,0,0,True,0.0
Q19-1188,A,10,10,10,10,0,0,True,0.0
Q19-1206,C,23,25,23,23,0,0,True,0.0
Q18-0951,A,0,0,0,0,0,0,True,0.0
Q18-0956,C,7,7,7,7,0,0,True,0.0
Q18-0958,B,4,4,4,4,0,0,True,0.0
Q18-0963,B,0,0,0,0,0,0,True,0.0
Q18-0988,A,1,1,1,1,0,0,True,0.0
Q18-1005,C,0,0,0,0,0,0,True,0.0
Q18-1022,A,1,1,1,1,0,0,True,0.0
Q18-1030,C,1,1,1,1,0,0,True,0.0
Q18-1044,A,8,9,8,8,0,0,True,0.0
Q18-1061,C,6,7,6,6,0,0,True,0.0
Q18-1080,C,7,7,7,7,0,0,True,0.0
Q18-1117,A,0,0,0,0,0,0,True,0.0
Q18-1121,C,0,0,0,0,0,0,True,0.0
Q19-1161,C,3,3,3,3,0,0,True,0.0
Q19-1176,C,16,16,16,16,0,0,True,0.0
Q19-1183,B,0,0,0,0,0,0,True,0.0
Q19-1197,C,13,13,13,13,0,0,True,0.0
Q19-1201,C,1,1,1,1,0,0,True,0.0
Q19-1202,A,11,11,11,11,0,0,True,0.0
Q19-1205,A,0,0,0,0,0,0,True,0.0
Q19-1216,C,6,6,6,6,0,0,True,0.0
Q19-1230,A,6,6,6,6,0,0,True,0.0
Q18-0955,A,1,1,1,1,0,0,True,0.0
Q18-1004,A,0,0,0,0,0,0,True,0.0
Q18-1039,A,0,0,0,0,0,0,True,0.0
Q18-1064,A,5,5,5,5,0,0,True,0.0
Q18-1094,C,0,0,0,0,0,0,True,0.0
Q18-1101,A,0,0,0,0,0,0,True,0.0
Q19-1153,A,0,0,0,0,0,0,True,0.0
Q19-1157,C,1,1,1,1,0,0,True,0.0
Q19-1174,C,1,1,1,1,0,0,True,0.0
Q19-1178,B,0,0,0,0,0,0,True,0.0
Q19-1195,C,25,25,25,25,0,0,True,0.0
Q19-1238,A,11,11,11,11,0,0,True,0.0
Q18-0985,C,0,0,0,0,0,0,True,0.0
Q18-0992,A,14,15,14,14,0,0,True,0.0
Q18-1051,C,20,20,20,20,0,0,True,0.0
Q18-1076,A,5,5,5,5,0,0,True,0.0
Q18-1098,A,2,2,2,2,0,0,True,0.0
Q18-1130,C,25,25,25,25,0,0,True,0.0
Q19-1158,A,11,11,11,11,0,0,True,0.0
Q19-1180,C,0,0,0,0,0,0,True,0.0
Q19-1203,B,45,45,45,45,0,0,True,0.0
Q19-1221,A,25,25,25,25,0,0,True,0.0
Q19-1225,B,0,0,0,0,0,0,True,0.0
Q19-1229,A,25,25,25,25,0,0,True,0.0
Q19-1244,C,4,4,4,4,0,0,True,0.0
Q18-0999,B,7,7,7,7,0,0,True,0.0
Q18-1020,A,2,2,2,2,0,0,True,0.0
Q18-1089,C,0,0,0,0,0,0,True,0.0
Q18-1091,A,8,8,8,8,0,0,True,0.0
Q18-1108,C,0,0,0,0,0,0,True,0.0
Q18-1113,A,13,13,13,13,0,0,True,0.0
Q18-1127,A,5,5,5,5,0,0,True,0.0
Q19-1135,A,0,0,0,0,0,0,True,0.0
Q19-1142,B,25,25,25,25,0,0,True,0.0
Q19-1155,C,9,9,9,9,0,0,True,0.0
Q19-1164,C,25,25,25,25,0,0,True,0.0
Q19-1171,A,8,10,8,8,0,0,True,0.0
Q19-1185,C,2,2,2,2,0,0,True,0.0
Q19-1231,C,2,2,2,2,0,0,True,0.0
Q19-1242,A,1,1,1,1,0,0,True,0.0
Q19-1253,A,9,10,9,9,0,0,True,0.0
Q19-1266,A,24,25,24,24,0,0,True,0.0
Q19-1298,A,2,2,2,2,0,0,True,0.0
Q18-1018,C,12,12,12,12,0,0,True,0.0
Q18-1023,A,17,17,17,17,0,0,True,0.0
Q18-1025,C,0,0,0,0,0,0,True,0.0
Q18-1029,A,10,10,10,10,0,0,True,0.0
Q18-1037,A,0,0,0,0,0,0,True,0.0
Q18-1057,A,5,5,5,5,0,0,True,0.0
Q18-1060,C,0,0,0,0,0,0,True,0.0
Q18-1073,A,0,0,0,0,0,0,True,0.0
Q18-1078,A,0,0,0,0,0,0,True,0.0
Q19-1131,A,28,29,28,28,0,0,True,0.0
Q19-1143,A,0,0,0,0,0,0,True,0.0
Q19-1156,C,0,0,0,0,0,0,True,0.0
Q19-1163,A,25,25,25,25,0,0,True,0.0
Q19-1167,A,7,10,7,7,0,0,True,0.0
Q19-1194,A,1,1,1,1,0,0,True,0.0
Q19-1196,B,23,24,23,23,0,0,True,0.0
Q19-1199,B,24,24,24,24,0,0,True,0.0
Q19-1255,A,4,4,4,4,0,0,True,0.0
Q19-1269,A,0,0,0,0,0,0,True,0.0
Q19-1281,A,0,0,0,0,0,0,True,0.0
Q18-1024,A,7,7,7,7,0,0,True,0.0
Q18-1033,C,0,0,0,0,0,0,True,0.0
Q18-1063,A,2,2,2,2,0,0,True,0.0
